Index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,Amount,Ship-City,Ship-State,Ship-Postal-Code,B2B,age_group
20239,402-4506051-9181109,4506051,F,36,05-02-2023,Cancelled,Flipkart,JNE3422-KR-L,kurta,L,1,295,MUMBAI,MAHARASHTRA,400067,No,adults
20272,402-1743593-0365159,1743593,F,36,05-02-2023,Delivered,Amazon,J0336-TP-XS,Top,XS,1,599,VISAKHAPATNAM,ANDHRA PRADESH,530017,No,adults
20283,407-2601251-5499551,2601251,F,36,05-02-2023,Delivered,Amazon,JNE3399-KR-L,kurta,L,1,435,THIRUVALLUR,TAMIL NADU,602001,No,adults
20294,405-1588971-6108335,1588971,F,36,05-02-2023,Delivered,Amazon,J0097-KR-M,kurta,M,1,544,NEW DELHI,DELHI,110018,No,adults
12818,404-1342301-9455545,1342301,F,58,05-10-2023,Delivered,Flipkart,JNE3833-KR-S,kurta,S,1,521,HYDERABAD,TELANGANA,500039,No,middle_age
20295,407-5651932-8255500,5651932,F,36,05-02-2023,Delivered,Amazon,JNE3440-KR-N-XXXL,kurta,3XL,1,379,NEW DELHI,DELHI,110053,No,adults
23053,407-6762250-2021963,6762250,M,21,06-11-2023,Delivered,Myntra,JNE3797-KR-XXXL,Western Dress,3XL,1,735,Mysore,KARNATAKA,570026,No,youth
23078,408-2522093-3199532,2522093,F,21,06-11-2023,Delivered,Myntra,SAR025,Saree,Free,1,633,Indore,MADHYA PRADESH,452010,No,youth
23447,405-0814567-5019527,814567,F,58,06-10-2023,Delivered,Myntra,J0119-TP-XL,Top,XL,1,550,Bangalore,KARNATAKA,560068,No,middle_age
23117,406-1870137-3979547,1870137,F,21,06-11-2023,Delivered,Flipkart,SAR005,Saree,Free,1,852,NEW DELHI,DELHI,110068,No,youth
23146,405-4745971-2830711,4745971,F,21,06-11-2023,Delivered,Myntra,J0336-TP-S,Top,S,1,599,ALIGARH,UTTAR PRADESH,202001,No,youth
20343,402-6696133-6953957,6696133,M,36,05-02-2023,Delivered,Ajio,SET268-KR-NP-XXXL,Set,3XL,1,698,NEW TOWN,WEST BENGAL,700156,No,adults
20379,408-6804249-2377151,6804249,F,36,05-02-2023,Delivered,Myntra,JNE3693-KR-XXL,kurta,XXL,1,319,MUMBAI,MAHARASHTRA,400012,No,adults
23581,402-7811650-0682752,7811650,M,58,06-10-2023,Delivered,Amazon,JNE3710-DR-L,Western Dress,L,1,690,BENGALURU,KARNATAKA,560035,No,middle_age
23715,405-8671879-0440314,8671879,M,58,06-10-2023,Delivered,Amazon,JNE3800-KR-M,Western Dress,M,1,735,bengaluru,KARNATAKA,560016,No,middle_age
23810,407-7017393-5592366,7017393,F,58,06-10-2023,Delivered,Amazon,J0118-TP-XXXL,Top,3XL,1,507,Ghaziabad,UTTAR PRADESH,201010,No,middle_age
20396,406-2680996-1859549,2680996,M,36,05-02-2023,Delivered,Myntra,SET345-KR-NP-L,Set,L,1,635,UDAIPUR,RAJASTHAN,313001,No,adults
23162,403-9906687-6329953,9906687,M,21,06-11-2023,Delivered,Myntra,JNE3800-KR-XXL,Western Dress,XXL,1,724,HYDERABAD,TELANGANA,500058,No,youth
23192,407-5028792-7937950,5028792,F,21,06-11-2023,Delivered,Myntra,PJNE3368-KR-6XL,kurta,6XL,1,827,HYDERABAD,TELANGANA,500070,No,youth
23194,404-1242113-5062713,1242113,F,21,06-11-2023,Returned,Amazon,JNE3799-KR-M,kurta,M,1,626,MANGALURU,KARNATAKA,575006,No,youth
23195,408-1470738-6165114,1470738,F,21,06-11-2023,Delivered,Amazon,JNE3783-KR-XXXL,kurta,3XL,1,481,New delhi,DELHI,110034,No,youth
23860,171-8518508-3930724,8518508,F,58,06-10-2023,Delivered,Amazon,SET245-KR-NP-M,Set,M,1,849,NAVI MUMBAI,MAHARASHTRA,410206,No,middle_age
20478,407-8638030-8775557,8638030,F,36,05-02-2023,Delivered,Ajio,JNE3613-KR-S,kurta,S,1,399,WARANGAL,TELANGANA,506001,No,adults
29591,408-3402799-6121915,3402799,F,36,06-02-2023,Delivered,Flipkart,JNE3405-KR-M,kurta,M,1,399,Port Blair,ANDAMAN & NICOBAR ,744103,No,adults
29635,407-4892017-8405158,4892017,M,36,06-02-2023,Delivered,Amazon,J0161-DR-M,Western Dress,M,1,473,CHANDIGARH,CHANDIGARH,160018,No,adults
889,406-6531661-6153918,6531661,M,58,04-11-2023,Returned,Amazon,JNE3484-KR-S,kurta,S,1,295,NEW DELHI,DELHI,110096,No,middle_age
1025,403-4984515-8861958,4984515,F,58,04-11-2023,Delivered,Flipkart,JNE3709-DR-S,Western Dress,S,1,792,HASSAN,KARNATAKA,573201,No,middle_age
1045,404-8901446-2653111,8901446,F,58,04-11-2023,Delivered,Myntra,MEN5021-KR-M,kurta,M,1,533,Tangi,ODISHA,752027,No,middle_age
23209,406-9106744-4561926,9106744,F,21,06-11-2023,Delivered,Flipkart,J0390-TP-L,Top,L,1,625,NEW DELHI,DELHI,110017,No,youth
1046,408-6347718-5029952,6347718,F,58,04-11-2023,Delivered,Ajio,JNE3465-KR-M,kurta,M,1,469,CHENNAI,TAMIL NADU,600069,No,middle_age
29661,406-9471660-7557167,9471660,F,36,06-02-2023,Delivered,Flipkart,PJNE3423-KR-N-5XL,kurta,5XL,1,527,LUCKNOW,UTTAR PRADESH,226023,No,adults
23210,171-2635362-6956359,2635362,M,21,06-11-2023,Delivered,Ajio,JNE3797-KR-L,Western Dress,L,1,735,BENGALURU,KARNATAKA,560034,No,youth
29740,171-5207421-5319501,5207421,F,36,06-02-2023,Delivered,Amazon,BL022-71BEIGE,Jeans,Free,1,418,BENGALURU,KARNATAKA,560066,No,adults
29789,408-6929222-7082760,6929222,F,36,06-02-2023,Delivered,Amazon,JNE3510-KR-M,kurta,M,1,457,Hyderabad,TELANGANA,502319,No,adults
29922,404-1764837-1327511,1764837,F,36,06-02-2023,Delivered,Amazon,SET392-KR-NP-S,Set,S,1,799,YEOLA,MAHARASHTRA,423401,No,adults
52,407-7381557-9088310,7381557,F,21,04-12-2023,Delivered,Others,J0230-SKD-M,Set,M,1,1112,Allahabad,UTTAR PRADESH,211001,No,youth
29939,406-7524840-1780366,7524840,F,36,06-02-2023,Delivered,Amazon,J0122-TP-M,Top,M,1,330,BENGALURU,KARNATAKA,560068,No,adults
29969,406-9027216-5293918,9027216,M,36,06-02-2023,Delivered,Ajio,J0399-DR-L,Western Dress,L,1,791,PANIPAT,HARYANA,132103,No,adults
29985,403-8614074-4587519,8614074,F,36,06-02-2023,Delivered,Myntra,JNE3567-KR-L,kurta,L,1,399,BENGALURU,KARNATAKA,560008,No,adults
30001,407-8011791-1330709,8011791,F,36,06-02-2023,Delivered,Flipkart,MEN5002-KR-M,kurta,M,1,499,PALAKKAD,KERALA,678731,No,adults
78,171-2070545-3786767,2070545,F,21,04-12-2023,Delivered,Flipkart,J0349-SET-XS,Set,XS,1,801,BIKANER,RAJASTHAN,334001,No,youth
30058,403-7016534-4621954,7016534,M,36,06-02-2023,Delivered,Myntra,SET183-KR-DH-M,Set,M,1,730,NEW DELHI,DELHI,110051,No,adults
30061,408-2346943-4640319,2346943,M,36,06-02-2023,Delivered,Myntra,JNE3797-KR-L,Western Dress,L,1,735,MUZAFFARNAGAR,UTTAR PRADESH,251001,No,adults
30100,405-5146534-4053100,5146534,F,36,06-02-2023,Delivered,Amazon,JNE3640-TP-N-XL,Top,XL,1,487,BENGALURU,KARNATAKA,560074,No,adults
104,404-2716293-0209115,2716293,F,21,04-12-2023,Delivered,Amazon,MEN5019-KR-XL,kurta,XL,1,472,HYDERABAD,TELANGANA,500045,No,youth
30123,405-2664792-6721121,2664792,F,36,06-02-2023,Delivered,Myntra,J0003-SET-M,Set,M,1,646,BENGALURU,KARNATAKA,560068,No,adults
1146,171-5036499-1237961,5036499,F,58,04-11-2023,Delivered,Amazon,SET345-KR-NP-L,Set,L,1,657,MANGALURU,KARNATAKA,575002,No,middle_age
133,406-9542566-5579564,9542566,F,21,04-12-2023,Delivered,Amazon,SET393-KR-NP-M,Set,M,1,999,KANJIKODE INDUSTRIAL AREA,KERALA,678623,No,youth
30125,171-8939388-3031524,8939388,F,36,06-02-2023,Delivered,Amazon,JNE3721-KR-L,kurta,L,1,301,PUNE,MAHARASHTRA,411030,No,adults
1592,402-6421517-3904338,6421517,F,58,04-11-2023,Delivered,Amazon,SET377-KR-NP-XXXL,Set,3XL,1,1068,BALAGHAT,MADHYA PRADESH,481001,No,middle_age
30155,171-3232856-1123554,3232856,F,36,06-02-2023,Delivered,Amazon,JNE3568-KR-L,kurta,L,1,449,CHHINDWARA,MADHYA PRADESH,480001,No,adults
30198,171-3671702-8135516,3671702,M,36,06-02-2023,Returned,Myntra,SET413-KR-NP-XXXL,Set,3XL,1,699,ANAND,GUJARAT,388001,No,adults
30227,407-0831854-7276337,831854,F,36,06-02-2023,Delivered,Amazon,JNE3724-KR-M,kurta,M,1,499,MUMBAI,MAHARASHTRA,400094,No,adults
8163,407-2673203-5670766,2673203,M,36,04-03-2023,Delivered,Amazon,J0341-DR-M,Western Dress,M,1,744,Gurgaon,HARYANA,122102,No,adults
8182,171-9107779-6893116,9107779,F,36,04-03-2023,Delivered,Flipkart,JNE3793-KR-XXXL,kurta,3XL,1,349,Hyderabad,TELANGANA,500078,No,adults
212,406-6875530-0340315,6875530,M,21,04-12-2023,Cancelled,Myntra,J0203-TP-XS,Top,XS,1,568,HYDERABAD,TELANGANA,500059,No,youth
8217,171-4652665-2145143,4652665,F,36,04-03-2023,Delivered,Myntra,J0231-SKD-L,Set,L,1,1281,NAGPUR,MAHARASHTRA,440030,No,adults
1698,403-7803071-3733955,7803071,F,58,04-11-2023,Delivered,Myntra,J0374-KR-XS,kurta,XS,1,614,PARAVUR,KERALA,683513,No,middle_age
8237,402-4048956-7502759,4048956,F,36,04-03-2023,Delivered,Amazon,JNE3721-KR-M,kurta,M,1,329,THRISSUR,KERALA,680594,No,adults
11921,404-8841840-6494736,8841840,F,58,05-11-2023,Delivered,Flipkart,JNE3895-TP-XXXL,Top,3XL,1,852,BHANDARA,MAHARASHTRA,441906,No,middle_age
8238,403-4445283-9605131,4445283,F,36,04-03-2023,Delivered,Amazon,SAR025,Saree,Free,1,499,NEW DELHI,DELHI,110059,No,adults
12046,407-8117285-0275530,8117285,M,58,05-11-2023,Delivered,Nykaa,J0341-DR-M,Western Dress,M,1,1033,PUNE,MAHARASHTRA,411021,No,middle_age
233,404-2448060-6133124,2448060,F,21,04-12-2023,Delivered,Myntra,MEN5026-KR-XXL,kurta,XXL,1,495,Gurgaon,HARYANA,122009,No,youth
22595,402-9006754-0577121,9006754,F,58,06-11-2023,Delivered,Flipkart,JNE3291-KR-L,kurta,L,1,471,PATNA,BIHAR,800025,No,middle_age
8289,408-6772367-4242723,6772367,F,36,04-03-2023,Delivered,Amazon,SET400-KR-NP-M,Set,M,1,1036,GHAZIABAD,UTTAR PRADESH,201010,No,adults
22674,171-2558833-5575543,2558833,F,58,06-11-2023,Delivered,Nykaa,SET346-KR-PP-S,Set,S,1,774,GUNTUR,ANDHRA PRADESH,522034,No,middle_age
22686,171-9059716-5364347,9059716,F,58,06-11-2023,Delivered,Myntra,J0204-TP-XXXL,Top,3XL,1,1039,NEW DELHI,DELHI,110009,No,middle_age
22920,404-1759208-8559559,1759208,F,58,06-11-2023,Delivered,Flipkart,JNE3794-KR-M,kurta,M,1,517,MUMBAI,MAHARASHTRA,400097,No,middle_age
8305,406-0572328-1565106,572328,F,36,04-03-2023,Delivered,Flipkart,J0385-KR-XXL,kurta,XXL,1,1249,JALNA,MAHARASHTRA,431203,No,adults
8333,402-6067141-9955558,6067141,F,36,04-03-2023,Delivered,Flipkart,SET268-KR-NP-S,Set,S,1,788,NEW DELHI,DELHI,110078,No,adults
23062,404-9181097-6408351,9181097,F,58,06-11-2023,Delivered,Amazon,JNE3440-KR-N-XS,kurta,XS,1,387,CHENNAI,TAMIL NADU,600071,No,middle_age
8454,171-5282400-9182705,5282400,F,36,04-03-2023,Delivered,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,499,BARRACKPORE,WEST BENGAL,700122,No,adults
8455,171-2499405-8666743,2499405,M,36,04-03-2023,Delivered,Amazon,JNE3800-KR-A-L,Western Dress,L,1,761,KARAIKKUDI,TAMIL NADU,630001,No,adults
8570,406-5665921-3816349,5665921,M,36,04-03-2023,Delivered,Myntra,SET349-KR-NP-XXXL,Set,3XL,1,958,NEW DELHI,DELHI,110092,No,adults
260,404-2147583-0438768,2147583,F,21,04-12-2023,Delivered,Amazon,J0083-KR-M,kurta,M,1,565,PUNE,MAHARASHTRA,411021,No,youth
264,406-8164407-2451567,8164407,M,21,04-12-2023,Delivered,Myntra,J0341-DR-XL,Western Dress,XL,1,744,CUTTACK,ODISHA,753001,No,youth
8590,402-7514629-7863523,7514629,F,36,04-03-2023,Delivered,Amazon,JNE3439-KR-M,kurta,M,1,399,KOTDWARA,UTTARAKHAND,246149,No,adults
23154,408-0749958-0637944,749958,F,58,06-11-2023,Delivered,Amazon,SET243-KR-PP-M,Set,M,1,499,visakhapatnam,ANDHRA PRADESH,530048,No,middle_age
8649,403-4177115-8695509,4177115,F,36,04-03-2023,Delivered,Amazon,J0301-TP-M,Top,M,1,493,NEW DELHI,DELHI,110019,No,adults
8690,408-1226737-1592365,1226737,M,36,04-03-2023,Delivered,Myntra,SET278-KR-NP-M,Set,M,1,1432,GHAZIABAD,UTTAR PRADESH,201005,No,adults
8704,402-5941558-9658724,5941558,M,36,04-03-2023,Delivered,Flipkart,SET048-KR-NP-XXL,Set,XXL,1,648,ERNAKULAM,KERALA,682020,No,adults
8724,404-8982480-6849939,8982480,F,36,04-03-2023,Delivered,Amazon,JNE3401-KR-XS,kurta,XS,1,301,THIRUVANANTHAPURAM,KERALA,695002,No,adults
366,406-0017510-2532368,17510,F,21,04-12-2023,Delivered,Amazon,SET172-KR-PP-B-M,Set,M,1,968,WARDHA,MAHARASHTRA,442001,No,youth
8762,407-5984032-4369142,5984032,M,36,04-03-2023,Delivered,Flipkart,SET278-KR-NP-XS,Set,XS,1,1523,PHALODI,RAJASTHAN,342301,No,adults
396,406-3204932-9448315,3204932,F,21,04-12-2023,Delivered,Myntra,SET209-KR-PP-S,Set,S,1,523,Srikakulam,ANDHRA PRADESH,532001,No,youth
8783,408-2963641-8098735,2963641,F,36,04-03-2023,Delivered,Amazon,SET392-KR-NP-M,Set,M,1,799,THANE,MAHARASHTRA,400601,No,adults
8880,171-8134869-3133958,8134869,M,36,04-03-2023,Delivered,Myntra,SET358-KR-NP-M,Set,M,1,1099,Hyderabad,TELANGANA,500008,No,adults
408,404-3907505-1541107,3907505,F,21,04-12-2023,Delivered,Myntra,MEN5032-KR-XXL,kurta,XXL,1,787,NEW DELHI,DELHI,110047,No,youth
424,171-2659259-1404303,2659259,F,21,04-12-2023,Delivered,Myntra,SAR025,Saree,Free,1,747,DEHRADUN,UTTARAKHAND,248141,No,youth
8902,407-3685831-3593907,3685831,F,36,04-03-2023,Delivered,Flipkart,JNE2270-KR-487-A-M,kurta,M,1,518,New Delhi,DELHI,110018,No,adults
56,408-4675134-5301129,4675134,F,58,04-12-2023,Delivered,Meesho,SET209-KR-PP-XXL,Set,XXL,1,507,HYDERABAD,TELANGANA,500008,No,middle_age
144,403-6048785-9857964,6048785,F,58,04-12-2023,Delivered,Amazon,JNE3546-KR-L,kurta,L,1,468,BENGALURU,KARNATAKA,560100,No,middle_age
8910,407-0363421-5037103,363421,M,36,04-03-2023,Returned,Flipkart,SET383-KR-NP-S,Set,S,1,599,HYDERABAD,TELANGANA,500078,No,adults
495,404-6038553-2708307,6038553,F,21,04-12-2023,Delivered,Others,JNE3465-KR-XXL,kurta,XXL,1,523,DOWLESWARAM,ANDHRA PRADESH,533125,No,youth
8911,171-5838854-3253948,5838854,F,36,04-03-2023,Delivered,Flipkart,SET144-KR-NP-L,Set,L,1,788,NEW DELHI,DELHI,110071,No,adults
8946,406-4527471-1243513,4527471,F,36,04-03-2023,Delivered,Myntra,MEN5008-KR-M,kurta,M,1,495,PAONTA SAHIB,HIMACHAL PRADESH,173025,No,adults
642,171-0163677-1965150,163677,F,21,04-12-2023,Delivered,Nykaa,J0117-TP-M,Top,M,1,518,"Mumbai, Bandra East",MAHARASHTRA,400051,No,youth
679,404-6673630-5993956,6673630,F,21,04-12-2023,Delivered,Myntra,J0117-TP-M,Top,M,1,726,BENGALURU,KARNATAKA,560043,No,youth
700,407-9857388-6845100,9857388,M,21,04-12-2023,Delivered,Others,SET233-KR-PP-L,Set,L,1,545,MUMBAI,MAHARASHTRA,400010,No,youth
8951,404-9715337-6513967,9715337,M,36,04-03-2023,Delivered,Flipkart,SET268-KR-NP-S,Set,S,1,788,Hyderabad,TELANGANA,500072,No,adults
732,407-8366587-3978700,8366587,M,21,04-12-2023,Delivered,Myntra,SAR015,Saree,Free,1,486,KARAULI,RAJASTHAN,322215,No,youth
790,405-3693017-2205908,3693017,M,21,04-12-2023,Delivered,Amazon,JNE2014-KR-178-XXXL,kurta,3XL,1,330,CHENNAI,TAMIL NADU,600106,No,youth
798,407-9419615-8996338,9419615,M,21,04-12-2023,Delivered,Amazon,J0158-DR-XL,Western Dress,XL,1,721,NOIDA,UTTAR PRADESH,201303,No,youth
8956,171-1220730-9645138,1220730,F,36,04-03-2023,Delivered,Others,NW003-TP-PJ-XXL,Set,XXL,1,519,DURGAPUR,WEST BENGAL,713216,No,adults
8976,171-9339592-7194704,9339592,M,36,04-03-2023,Delivered,Amazon,SET172-KR-PP-B-M,Set,M,1,968,UTTARKASHI,UTTARAKHAND,249193,No,adults
808,407-7930396-2901166,7930396,F,21,04-12-2023,Delivered,Myntra,JNE3697-KR-M,kurta,M,1,486,BENGALURU,KARNATAKA,560064,No,youth
18215,406-1434545-7800318,1434545,F,36,05-03-2023,Delivered,Amazon,SET324-KR-NP-XXL,Set,XXL,1,597,KOLKATA,WEST BENGAL,712302,No,adults
423,171-2659259-1404303,2659259,F,58,04-12-2023,Delivered,Nykaa,SAR021,Saree,Free,1,916,HYDERABAD,TELANGANA,500019,No,middle_age
18269,404-3531652-8002754,3531652,F,36,05-03-2023,Delivered,Flipkart,JNE3905-DR-XXXL,Western Dress,3XL,1,588,MUMBAI,MAHARASHTRA,400053,No,adults
10806,407-3591586-4982744,3591586,M,21,05-12-2023,Delivered,Flipkart,JNE3797-KR-S,Western Dress,S,1,735,BENGALURU,KARNATAKA,560087,No,youth
606,407-7255132-0575516,7255132,M,58,04-12-2023,Delivered,Amazon,SET331-KR-NP-XS,Set,XS,1,589,GUWAHATI,ASSAM,781037,No,middle_age
10811,406-5861940-9510716,5861940,M,21,05-12-2023,Delivered,Nykaa,JNE3797-KR-XXL,Western Dress,XXL,1,735,HYDERABAD,TELANGANA,502300,No,youth
18311,405-4502220-5288336,4502220,F,36,05-03-2023,Delivered,Flipkart,JNE3466-KR-S,kurta,S,1,771,BENGALURU,KARNATAKA,560049,No,adults
10829,405-3838241-0630749,3838241,F,21,05-12-2023,Delivered,Flipkart,SET360-KR-NP-L,Set,L,1,1126,GUWAHATI,ASSAM,781171,Yes,youth
18460,408-4867892-8075556,4867892,F,36,05-03-2023,Delivered,Myntra,SAR021,Saree,Free,1,1033,BAZPUR,UTTARAKHAND,262401,No,adults
10854,404-6503571-3726710,6503571,F,21,05-12-2023,Delivered,Ajio,BL016-63RED-B,Jeans,Free,1,385,HYDERABAD,TELANGANA,500050,No,youth
18529,404-7966311-9741927,7966311,M,36,05-03-2023,Delivered,Amazon,J0339-DR-XXXL,Western Dress,3XL,1,825,THANE,MAHARASHTRA,421201,No,adults
10760,171-7144294-3167564,7144294,M,58,05-12-2023,Delivered,Myntra,J0106-KR-L,Western Dress,L,1,949,MADURAI,TAMIL NADU,625009,No,middle_age
18555,171-3239345-1488340,3239345,F,36,05-03-2023,Delivered,Flipkart,SAR027,Saree,Free,1,902,UNNAO,UTTAR PRADESH,209863,No,adults
11310,171-7924645-2192322,7924645,F,58,05-12-2023,Delivered,Flipkart,JNE3487-KR-XXXL,kurta,3XL,1,345,NEW DELHI,DELHI,110096,No,middle_age
18559,406-6929795-2164316,6929795,F,36,05-03-2023,Delivered,Flipkart,JNE3721-KR-XS,kurta,XS,1,301,PUDUKKOTTAI,TAMIL NADU,613401,No,adults
21684,404-5786121-4996306,5786121,M,58,06-12-2023,Delivered,Myntra,JNE3881-DR-M,Western Dress,M,1,825,Ponda,GOA,403401,No,middle_age
21759,171-9449882-6260309,9449882,F,58,06-12-2023,Delivered,Myntra,JNE3538-KR-XS,kurta,XS,1,269,SALIGAO,GOA,403511,No,middle_age
21766,408-9381107-3098753,9381107,F,58,06-12-2023,Delivered,Myntra,JNE3255-KR-M,kurta,M,1,487,CHENNAI,TAMIL NADU,600064,No,middle_age
18597,406-8416077-7351553,8416077,F,36,05-03-2023,Delivered,Ajio,SET307-KR-DPT-XXXL,Set,3XL,1,736,LUCKNOW,UTTAR PRADESH,226001,No,adults
10855,402-1842134-0689936,1842134,M,21,05-12-2023,Delivered,Flipkart,SET264-KR-NP-L,Set,L,1,824,THANE,MAHARASHTRA,400612,No,youth
18604,403-5050176-1057950,5050176,F,36,05-03-2023,Delivered,Amazon,SET337-KR-NP-XL,Set,XL,1,874,Bengaluru,KARNATAKA,560099,No,adults
18657,406-2261308-1643556,2261308,F,36,05-03-2023,Delivered,Amazon,J0230-SKD-L,Set,L,1,1349,JAIPUR,RAJASTHAN,302039,No,adults
18721,406-9602122-0487556,9602122,F,36,05-03-2023,Cancelled,Amazon,J0337-TP-XS,Top,XS,1,545,HYDERABAD,TELANGANA,500035,No,adults
10864,405-5243312-5649120,5243312,F,21,05-12-2023,Delivered,Amazon,JNE3659-TP-N-XXL,Top,XXL,1,463,Hyderabad,TELANGANA,500018,No,youth
18822,403-5196324-8153959,5196324,F,36,05-03-2023,Delivered,Others,JNE3405-KR-XL,kurta,XL,1,399,AJMER,RAJASTHAN,305001,No,adults
10892,408-2890680-5258741,2890680,M,21,05-12-2023,Delivered,Myntra,J0230-SKD-XXXL,Set,3XL,1,969,Auraiya,UTTAR PRADESH,206122,No,youth
10999,406-4719094-0891569,4719094,F,21,05-12-2023,Delivered,Amazon,JNE3639-TP-N-XXL,Top,XXL,1,518,NEW DELHI,DELHI,110075,No,youth
11049,405-9577567-4483525,9577567,M,21,05-12-2023,Delivered,Amazon,SAR007,Saree,Free,1,1068,GAYA,BIHAR,823003,No,youth
18827,406-1758826-5483504,1758826,F,36,05-03-2023,Delivered,Others,SET339-KR-NP-M,Set,M,1,654,NEW DELHI,DELHI,110095,No,adults
11066,171-7523180-2397117,7523180,M,21,05-12-2023,Returned,Myntra,J0212-DR-XL,Ethnic Dress,XL,1,791,HYDERABAD,TELANGANA,500091,No,youth
18943,408-6999185-7647569,6999185,F,36,05-03-2023,Delivered,Flipkart,SET144-KR-NP-XS,Set,XS,1,788,FARIDABAD,HARYANA,121004,No,adults
18966,407-4779766-2381109,4779766,M,36,05-03-2023,Returned,Amazon,SET358-KR-NP-S,Set,S,1,1092,BAREILLY,UTTAR PRADESH,243001,No,adults
18986,408-1854489-3450729,1854489,M,36,05-03-2023,Returned,Amazon,J0341-DR-XXL,Western Dress,XXL,1,791,GHAZIABAD,UTTAR PRADESH,201009,No,adults
21804,404-3884839-6512305,3884839,F,58,06-12-2023,Delivered,Flipkart,SET183-KR-DH-M,Set,M,1,730,PUDUCHERRY,PUDUCHERRY,605001,No,middle_age
21969,408-4385267-2530768,4385267,F,58,06-12-2023,Delivered,Amazon,J0280-SKD-S,Set,S,1,1473,NEW DELHI,DELHI,110034,No,middle_age
22002,402-8622539-0621102,8622539,F,58,06-12-2023,Delivered,Myntra,BL103-L,Jeans,L,1,599,NAVI MUMBAI,MAHARASHTRA,410206,No,middle_age
19018,406-7312427-2869146,7312427,M,36,05-03-2023,Delivered,Myntra,J0230-SKD-L,Set,L,1,999,Margao,GOA,403709,No,adults
19056,171-1411188-1407509,1411188,F,36,05-03-2023,Delivered,Amazon,J0003-SET-S,Set,S,1,654,LUCKNOW,UTTAR PRADESH,226022,No,adults
19089,408-2109845-3685105,2109845,F,36,05-03-2023,Delivered,Myntra,J0230-SKD-L,Set,L,1,1111,BAIL HONGAL,KARNATAKA,591102,No,adults
22145,171-6319423-7821156,6319423,F,58,06-12-2023,Delivered,Myntra,JNE3543-KR-L,kurta,L,1,357,BENGALURU,KARNATAKA,560072,No,middle_age
22155,403-1377302-6005964,1377302,M,58,06-12-2023,Returned,Myntra,JNE3797-KR-M,Western Dress,M,1,735,BARIPADA,ODISHA,757001,No,middle_age
11159,405-3874835-6589102,3874835,F,21,05-12-2023,Delivered,Flipkart,PJNE3291-KR-6XL,kurta,6XL,1,869,Miraj,MAHARASHTRA,416410,No,youth
19249,405-9602119-2887552,9602119,F,36,05-03-2023,Delivered,Myntra,JNE3463-KR-XL,kurta,XL,1,550,Neyveli,TAMIL NADU,607308,No,adults
11183,408-9411228-4543509,9411228,M,21,05-12-2023,Delivered,Myntra,JNE3797-KR-S,Western Dress,S,1,771,KAPADVANJ,GUJARAT,387620,No,youth
28860,171-3095824-4177910,3095824,F,36,06-03-2023,Delivered,Myntra,SET187-KR-DH-L,Set,L,1,599,HOWRAH,WEST BENGAL,711109,No,adults
22187,171-3126037-2152318,3126037,F,58,06-12-2023,Delivered,Meesho,BL103-XXL,Jeans,XXL,1,460,NOIDA,UTTAR PRADESH,201301,No,middle_age
11189,171-9123551-4446702,9123551,M,21,05-12-2023,Delivered,Flipkart,SET319-KR-NP-M,Set,M,1,852,HOWRAH,WEST BENGAL,711106,No,youth
28867,405-0139973-5408366,139973,M,36,06-03-2023,Delivered,Amazon,JNE3797-KR-L,Western Dress,L,1,725,HYDERABAD,TELANGANA,500018,No,adults
28901,404-3125707-8916327,3125707,M,36,06-03-2023,Delivered,Amazon,SET266-KR-NP-M,Set,M,1,852,Mehsana,GUJARAT,384002,No,adults
22409,405-5298251-8765143,5298251,F,58,06-12-2023,Delivered,Amazon,SET291-KR-PP-M,Set,M,1,569,GURUGRAM,HARYANA,122022,No,middle_age
29114,402-6011084-2422725,6011084,M,36,06-03-2023,Delivered,Flipkart,J0152-DR-L,Western Dress,L,1,885,KOZHIKODE,KERALA,673655,No,adults
11224,407-6071833-0543512,6071833,F,21,05-12-2023,Delivered,Amazon,JNE3501-KR-M,kurta,M,2,834,BENGALURU,KARNATAKA,560072,No,youth
29131,402-2455810-5973901,2455810,M,36,06-03-2023,Delivered,Amazon,JNE3797-KR-XXL,Western Dress,XXL,1,735,NAGPUR,MAHARASHTRA,440033,No,adults
11233,408-6953424-8662735,6953424,M,21,05-12-2023,Delivered,Ajio,SET183-KR-DH-XXL,Set,XXL,1,759,AGRA,UTTAR PRADESH,282001,No,youth
29252,405-1968746-1490767,1968746,F,36,06-03-2023,Delivered,Others,SAR030,Saree,Free,1,435,Kundapura,KARNATAKA,576201,No,adults
29273,406-5037753-0917169,5037753,F,36,06-03-2023,Delivered,Myntra,JNE3807-KR-XXL,kurta,XXL,1,657,Navsari,GUJARAT,396445,No,adults
9939,407-2064049-9003551,2064049,F,59,04-01-2023,Delivered,Myntra,J0234-SKD-L,Set,L,1,1213,Ghaziabad,UTTAR PRADESH,201011,No,middle_age
29301,407-5519154-9260366,5519154,F,36,06-03-2023,Delivered,Meesho,SET389-KR-NP-XL,Set,XL,1,680,BENGALURU,KARNATAKA,560064,No,adults
29306,405-2652363-7421146,2652363,F,36,06-03-2023,Delivered,Others,JNE3764-KR-M,kurta,M,1,399,HYDERABAD,TELANGANA,500072,No,adults
